,Comp Score,Date,Negative Score,Neutral Score,Positive Score,Source,Text
31,0.3174,Fri Mar 23 22:09:16 +0000 2018,0.0,0.85,0.15,fox,"@jasonfried I always really enjoyed 37signals’ books, but I can’t unsee the ableism in the title..."
32,-0.2023,Fri Mar 23 22:08:00 +0000 2018,0.163,0.741,0.096,fox,I’d love to have more time to build up my professional portfolio but it’s hard to focus when there’s no job securit… https://t.co/QOnLi6v91M
33,0.6369,Fri Mar 23 22:05:46 +0000 2018,0.0,0.846,0.154,fox,"As much as I love connecting with fellow women at tech events, it always breaks my heart so much that half of the c… https://t.co/DlZtj3F2AQ"
34,-0.5009,Fri Mar 23 22:04:12 +0000 2018,0.175,0.825,0.0,fox,"@mapotato I’m so sorry about this, Theresa. We will try to find out the name of the offender. There will be consequences."
35,-0.2732,Fri Mar 23 22:02:44 +0000 2018,0.099,0.852,0.049,fox,Inclusion sections on careers pages mean nothing if you can’t reply to all candidates no matter the outcome and giv… https://t.co/JrBPxHYF7m
36,0.802,Fri Mar 23 10:19:46 +0000 2018,0.0,0.549,0.451,fox,@almonk @jgwhite @itchymutt Interesting. I’d be keen to chat in that case :)
37,0.3612,Fri Mar 23 10:08:18 +0000 2018,0.0,0.894,0.106,fox,RT @duyenho: Hats off to @Fox for being the real deal 💪 Thank you Karolina and @benschwarz for the last ever #jsconfau18 https://t.co/8oRoy…
38,0.926,Fri Mar 23 10:08:07 +0000 2018,0.0,0.571,0.429,fox,RT @not_sherry_wine: Shoutout to @fox and @benschwarz for the fantastic #JSConfAU18. The opportunity program is one of the best gift I’ve b…
39,0.0,Fri Mar 23 08:32:21 +0000 2018,0.0,1.0,0.0,fox,"RT @the_patima: 📢✨ I have something to tell you all...

I'm going to Berlin in June to speak at @jsconfeu!!!! 💖

🌟 It's my 1st ever trip to…"
40,0.0,Fri Mar 23 08:30:43 +0000 2018,0.0,1.0,0.0,fox,@itchymutt @heroku SF-based?
41,0.0,Fri Mar 23 03:38:24 +0000 2018,0.0,1.0,0.0,fox,RT @susanthesquark: I've said it a million times and I'll keep shouting it from the rooftops: a company's diversity and inclusion efforts m…
42,0.4767,Thu Mar 22 23:43:23 +0000 2018,0.0,0.853,0.147,fox,"Apparently someone said that they’re only afraid of meeting two people; @dhh and myself.

I will take this as a compliment."
43,0.8481,Thu Mar 22 20:41:52 +0000 2018,0.0,0.662,0.338,fox,"That’s a wrap, everyone. CSSConf and JSConf Australia are now a thing of a past.

Hope we left you inspired and with new friends.

🙌"
44,0.9098,Thu Mar 22 20:29:50 +0000 2018,0.0,0.419,0.581,fox,"@robodana Thank you for your kind words, Dana! I’m glad you’ve enjoyed it"
45,0.4019,Thu Mar 22 20:29:29 +0000 2018,0.0,0.649,0.351,fox,"@kriesse @benschwarz Texting from bed, yes 🌸"
46,0.7959,Thu Mar 22 01:21:07 +0000 2018,0.0,0.361,0.639,fox,"@sentience Ah, interesting! Great photos 👏🏻"
47,0.6959,Thu Mar 22 01:09:38 +0000 2018,0.0,0.759,0.241,fox,@sentience what camera and lenses are you using? Fuji or Leica? The quality is quite great.
48,0.9081,Wed Mar 21 23:17:34 +0000 2018,0.0,0.648,0.352,fox,"RT @JSConfAU: Did you enjoy the live stream today? Great, because we’re doing it again today.

Tune in for awesome tech talks. 🙏❤️ #jsconfa…"
49,-0.4574,Wed Mar 21 22:35:50 +0000 2018,0.125,0.875,0.0,fox,"I have so many subtweets about people misbehaving in subtle ways at conferences I could probably write a book by now. 

Last day to go!"
50,0.4389,Wed Mar 21 01:30:04 +0000 2018,0.0,0.862,0.138,fox,"RT @fox: 🚨👋🏻 Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and leadership roles.…"
51,0.4199,Tue Mar 20 23:43:13 +0000 2018,0.0,0.417,0.583,fox,@RedRoxProjects Thank you! 🌺
52,0.4199,Tue Mar 20 23:21:08 +0000 2018,0.0,0.417,0.583,fox,@agisilaosts thank you! 🌺
53,0.0,Tue Mar 20 22:30:20 +0000 2018,0.0,1.0,0.0,fox,"We’re live streaming @jsconfau talks all day today and tomorrow. Starting in 30 minutes!

https://t.co/ttIzoV4Cjz"
54,-0.4019,Tue Mar 20 19:54:47 +0000 2018,0.137,0.863,0.0,fox,RT @frameshiftllc: New angle for change in VC: founders refusing to take funding from all-male all-white firms https://t.co/AMi8UJbTGO
55,0.3612,Tue Mar 20 19:54:21 +0000 2018,0.0,0.839,0.161,fox,@sentience @benschwarz @glenmaddern @xzyfer @jordanlewiz I like how everyone is wearing black or tan pants.
56,-0.5267,Tue Mar 20 18:46:00 +0000 2018,0.221,0.779,0.0,fox,"@kriesse @benschwarz ❤️❤️❤️

I’ll have a celebration of lying face down in a few days."
57,0.4199,Tue Mar 20 05:15:04 +0000 2018,0.0,0.417,0.583,fox,@butwhoiskat thank you!
58,0.0,Mon Mar 19 23:38:23 +0000 2018,0.0,1.0,0.0,fox,"Here it goes. Last 8 months of constant work will happen within the next 3 days.

https://t.co/c48sQqdnXv"
59,0.0,Mon Mar 19 22:55:26 +0000 2018,0.0,1.0,0.0,fox,"RT @cssconfau: Guess what?

Even if you aren’t here, you can watch all the talks LIVE! 😱

Tune into the live stream here. #cssconfau18 

ht…"
60,0.9178,Mon Mar 19 10:25:22 +0000 2018,0.0,0.456,0.544,fox,"@amyngyn hahaha. I actually never been, but I’ve heard the bar is great. :)"
61,0.0,Mon Mar 19 06:54:56 +0000 2018,0.0,1.0,0.0,fox,@amyngyn Loui Bar?
62,0.8172,Mon Mar 19 00:57:53 +0000 2018,0.0,0.706,0.294,fox,RT @LJKenward: Hey friends! 👋 Who's hiring Junior Devs at the moment? I have some awesome people from the @juniordev_io Community currently…
63,0.481,Mon Mar 19 00:08:00 +0000 2018,0.079,0.752,0.168,fox,Don’t forget about the Community Social today! EVERYONE IS WELCOME (even if you don’t hold a CSSConf or JSConf tick… https://t.co/6c79TcKFCi
64,0.0,Sun Mar 18 23:11:31 +0000 2018,0.118,0.725,0.156,fox,Toxic tech industry creates a fake vision of what each of us (especially minorities) have to be and achieve to be ”… https://t.co/yfXZ5nxCJ7
65,0.6705,Sun Mar 18 21:53:04 +0000 2018,0.0,0.776,0.224,fox,"@amyngyn I never introduce myself. The focus is on content, not myself. Also I don’t feel like I need to justify my cred. :)"
66,0.3818,Sun Mar 18 03:17:02 +0000 2018,0.0,0.698,0.302,fox,Today I got kissed by a dingo. 💁🏻‍♀️ https://t.co/FDQsVw2anl
67,0.7569,Sat Mar 17 21:10:23 +0000 2018,0.0,0.481,0.519,fox,"@Sareh88 Thank you, Sareh! That’s very kind. ❤️"
68,0.7096,Sat Mar 17 08:20:32 +0000 2018,0.0,0.742,0.258,fox,@meelijane https://t.co/Y5wM3nCdsH in Northcote. I’ve tested many and this one is orders of magnitude better than everywhere else. :)
69,0.765,Sat Mar 17 07:02:55 +0000 2018,0.0,0.761,0.239,fox,One of many reasons why I love my yoga studio so much is how meditative the practice is and how all the instructors… https://t.co/VXfSqdo6bk
70,-0.34,Sat Mar 17 06:59:15 +0000 2018,0.345,0.473,0.182,fox,"@IvanaMcConnell I can only help ruin your bank account further, sorry. 😂"
71,0.1646,Sat Mar 17 06:58:49 +0000 2018,0.134,0.711,0.156,fox,"RT @slamup: people love to say

     no child is born 
     with hate in their heart

which is all very
romantic

but from the moment
a bla…"
72,0.4588,Sat Mar 17 04:44:27 +0000 2018,0.0,0.769,0.231,fox,"@evanderkoogh Nope, we are at full capacity of the venue. :)"
73,0.6114,Sat Mar 17 04:43:03 +0000 2018,0.0,0.84,0.16,fox,"RT @cssconfau: Come and celebrate with us at pre CSSConf and JSConf AU community social!

📅 Monday, March 19, 6pm onwards
📍Stomping Ground…"
74,0.5106,Sat Mar 17 03:16:57 +0000 2018,0.152,0.381,0.467,fox,"@noahmp Heh, dang :) worth asking nonetheless."
75,0.0,Sat Mar 17 03:10:32 +0000 2018,0.0,1.0,0.0,fox,@noahmp 👋🏻 is this a SF-based role?
76,0.2263,Fri Mar 16 23:36:37 +0000 2018,0.0,0.913,0.087,fox,RT @mbrockenbrough: Here's a point worth making every so often. The patriarchy isn't men. It's a system that prefers them. Wanting to disma…
77,0.4199,Fri Mar 16 23:36:24 +0000 2018,0.0,0.782,0.218,fox,@madalynrose Thank you so much ☺️ looking forward to meeting you! 🌺
78,0.7835,Fri Mar 16 23:27:46 +0000 2018,0.0,0.537,0.463,fox,"@andymcmillan Thanks, Andy! You are an inspiration for me too! 💙"
79,0.7345,Fri Mar 16 23:27:14 +0000 2018,0.0,0.64,0.36,fox,@evanderkoogh Hey Erwin! Thanks so much. We can chat during the events. :)
80,-0.3597,Fri Mar 16 23:11:30 +0000 2018,0.14,0.782,0.078,fox,I don’t know what or who I’m most disappointed with to allow community work put my career in the background (again)… https://t.co/khOCa8rLHV
81,0.0,Fri Mar 16 23:09:07 +0000 2018,0.0,1.0,0.0,fox,This time was supposed to be split between the conference and product work that would set me up for looking for a j… https://t.co/mOoFPPnV5w
82,0.0,Fri Mar 16 23:07:25 +0000 2018,0.0,1.0,0.0,fox,"Over the last 6+ months, I’ve sacrificed all the time I had to run CSSConf and JSConf AU. I’ve set the highest stan… https://t.co/QRvns2lJs8"
83,-0.818,Fri Mar 16 23:00:59 +0000 2018,0.321,0.679,0.0,fox,"RT @katebevan: LAYDEEZ!!!! Worried that VPNs are too hard for your fluffy ladybrain??? Never fear, a fuckwitted BroCo called @keepsafe is h…"
84,0.4199,Fri Mar 16 22:40:18 +0000 2018,0.0,0.417,0.583,fox,@sarah_edo thank you! 😳
85,0.5719,Fri Mar 16 20:34:54 +0000 2018,0.0,0.829,0.171,fox,I can’t wait to come back to lovey Portland and see what wonderful thing @andymcmillan and @waxpancake are preparin… https://t.co/3rfz3ShOEU
86,0.2942,Fri Mar 16 04:01:44 +0000 2018,0.17,0.532,0.297,fox,@jennwrites thank you! I miss you too 😭❤️
87,0.0,Fri Mar 16 01:52:07 +0000 2018,0.0,1.0,0.0,fox,"To the young woman wearing a “the future is female” tee:

The
Future
Is
Intersectional"
88,0.7003,Fri Mar 16 01:33:25 +0000 2018,0.0,0.734,0.266,fox,"Cannot agree with this more. I constantly get asked for free diversity, inclusion, community or general workplace a… https://t.co/M9hOz6A980"
89,0.0,Fri Mar 16 00:36:14 +0000 2018,0.0,1.0,0.0,fox,"@pat @coryannj @kckal Oh, I have not seen it. Will register. 👍🏻"
90,0.0,Thu Mar 15 23:44:49 +0000 2018,0.0,1.0,0.0,fox,Four days to go. https://t.co/RYxiCmMEFp
91,0.0,Thu Mar 15 22:04:46 +0000 2018,0.0,1.0,0.0,fox,"Ellen already had a lasting impact on diversity and inclusion spanning beyond the tech industry. 

I can’t wait to… https://t.co/1QFSP6DHyQ"
92,0.4574,Thu Mar 15 22:03:16 +0000 2018,0.0,0.824,0.176,fox,@jordwalsh 👋🏻 interesting! Would you be able to email me more details? hi at https://t.co/vah0lKcYeo. 📬
93,0.0,Thu Mar 15 21:51:34 +0000 2018,0.0,1.0,0.0,fox,My last two weeks were spent in email. Conference organiser life. https://t.co/h5hlszzyjv
94,0.0,Thu Mar 15 02:58:59 +0000 2018,0.0,1.0,0.0,fox,This video with Jeff Goldblum is everything. https://t.co/vo5HSwuOUP
95,-0.6369,Thu Mar 15 00:17:24 +0000 2018,0.333,0.568,0.098,fox,"Accepting talk proposals for conferences on a rolling basis: no no no no.

First come first serve doesn’t work for inclusion."
96,0.0,Thu Mar 15 00:05:26 +0000 2018,0.0,1.0,0.0,fox,"If you are in Melbourne on Monday, March 19, we’re opening @cssconfau, @jsconfau and @decompressau with a Community… https://t.co/OyPVisZXYn"
97,-0.8625,Wed Mar 14 22:35:40 +0000 2018,0.683,0.317,0.0,fox,Australia is racist as hell. https://t.co/EIRFzejhsi
98,0.0,Wed Mar 14 22:08:53 +0000 2018,0.0,1.0,0.0,fox,"RT @sarahmei: 📢 PSA: when you're building a diverse team, you're looking for culture _add_, not culture _fit_. Hire people who bring a pers…"
99,0.6976,Wed Mar 14 21:32:48 +0000 2018,0.0,0.747,0.253,fox,RT @piamancini: ok I need help. I really really want to hire a kickass developer who also happens to be a woman (backend pref.) What are th…
